,datetime,type,site,hf,lf,cf,df,pf,dt,snr,ip,sig_segm,sf,ef,ff,df_cc,pf_cc,cf_cc,f5_cc,f25_cc,f75_cc,f95_cc,lf_cc,hf_cc
1,2021-08-03 17:21,A-0008,F,2326.531,1102.041,1968.75,1224.49,1218.75,2.88385708,19.91,0,1,2.29,1.32,2.29,94781.726,1218.75,3093.75,187.5,1781.25,38250,69375,0,94781.726
2,2021-08-03 17:21,A-0008,F,2571.429,1714.286,2250,857.143,2062.5,2.855767563,22.52,0,1,2.3,2.3,2.3,95793.227,2062.5,2343.75,562.5,2156.25,35062.5,68718.75,0,95793.227
3,2021-08-03 17:21,A-0008,F,2204.082,1591.837,1968.75,612.245,1781.25,2.284614051,19.86,0,1,2.07,2.07,2.07,94759.487,1781.25,2062.5,187.5,1781.25,21375,56062.5,0,94759.487
4,2021-08-03 17:22,A-0008,F,2448.98,1836.735,2156.25,612.245,2062.5,2.574872393,18.77,0,1,2.07,2.07,2.07,96000,2062.5,2343.75,187.5,2062.5,39281.25,67593.75,0,96000
5,2021-07-28 13:26,A-0009,F,4897.959,4408.163,4781.25,489.796,4781.25,1.44192854,14.81,0,1,4.76,4.76,4.76,95655.42,375,15187.5,468.75,4781.25,24187.5,48281.25,344.58,96000
6,2021-07-28 13:26,A-0009,F,5510.204,4653.061,5156.25,857.143,5156.25,1.619828815,17.41,0,1,5.01,5.01,5.01,95655.42,375,15187.5,468.75,4781.25,24187.5,48281.25,344.58,96000
7,2021-07-28 13:30,A-0009,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95104.067,9000,25781.25,10031.25,18093.75,39562.5,61687.5,0,95104.067
8,2021-07-28 13:30,A-0009,F,5265.306,4775.51,5062.5,489.796,5156.25,1.554286608,15.04,0,1,5.01,5.01,5.01,95793.227,187.5,21468.75,843.75,12375,29343.75,60750,0,95793.227
9,2021-08-05 18:37,A-0010,F,5142.857,1346.939,3656.25,3795.918,4687.5,1.825818606,16.44,0,1,1.61,1.61,1.61,95793.227,93.75,8906.25,93.75,1500,36750,71062.5,0,95793.227
10,2021-08-05 18:37,A-0010,F,5632.653,1469.388,4031.25,4163.265,1687.5,2.031808398,17.05,0,1,1.61,1.61,1.61,95793.227,93.75,5343.75,93.75,1312.5,34218.75,74625,0,95793.227
11,2021-08-05 18:37,A-0010,F,5510.204,1469.388,3843.75,4040.816,5062.5,2.022445225,14.18,0,1,1.61,1.61,1.61,95104.067,93.75,8812.5,93.75,1125,33187.5,70031.25,0,95104.067
12,2021-07-28 13:31,A-0012,F,5755.102,3306.122,4781.25,2448.98,3750,1.385749507,16.74,0,1,3.81,3.81,3.81,95448.647,562.5,5625,187.5,1125,16125,46312.5,0,95448.647
13,2021-07-28 13:31,A-0012,F,5265.306,3061.224,3750,2204.082,3562.5,0.646058892,16.14,0,1,5.42,5.42,5.42,95793.227,187.5,3750,93.75,375,12093.75,39656.25,0,95793.227
14,2021-07-28 13:31,A-0012,F,5510.204,3061.224,4781.25,2448.98,4875,1.432565368,17.98,0,1,5.42,5.42,5.42,94759.487,187.5,29625,750,12468.75,44343.75,72562.5,0,94759.487
15,2021-07-28 13:31,A-0012,F,5265.306,2816.327,3843.75,2448.979,3281.25,1.488744402,15.66,0,1,5.2,5.2,5.2,96000,187.5,19031.25,375,11343.75,30000,49500,0,96000
16,2021-07-28 13:31,A-0012,F,5265.306,2938.776,3937.5,2326.53,3375,1.413839023,14.12,0,1,5.2,5.2,5.2,96000,281.25,15468.75,187.5,5156.25,25875,57937.5,0,96000
17,2021-07-28 13:31,A-0012,F,5020.408,3061.224,3750,1959.184,3281.25,1.395112679,15.71,0,1,5.2,5.2,5.2,95793.227,3281.25,12093.75,187.5,4031.25,28312.5,58781.25,0,95793.227
18,2021-07-28 13:32,A-0012,F,5142.857,3183.673,4031.25,1959.184,3375,0.870775028,21.07,0,1,3.81,3.81,3.81,95793.227,187.5,8437.5,93.75,656.25,25875,58500,0,95793.227
19,2021-07-28 13:32,A-0012,F,5142.857,2571.429,3281.25,2571.428,3187.5,1.338933644,18.51,0,1,3.18,3.18,3.18,95104.067,187.5,17062.5,375,5718.75,27093.75,49031.25,0,95104.067
20,2021-07-28 13:32,A-0012,F,5265.306,2693.878,3468.75,2571.428,3281.25,2.190982327,19.08,0,1,3.18,3.18,3.18,96000,187.5,2156.25,93.75,281.25,5718.75,40218.75,0,96000
21,2021-07-28 13:32,A-0012,F,5387.755,3061.224,4218.75,2326.531,5062.5,1.741550055,14.98,0,1,3.19,3.19,3.19,96000,187.5,3468.75,93.75,281.25,11906.25,34125,0,96000
22,2021-07-28 13:33,A-0012,F,5632.653,2816.327,4406.25,2816.326,4406.25,1.825818606,15.92,0,1,3.81,3.81,3.81,69949.731,187.5,4500,187.5,562.5,23343.75,59812.5,0,69949.731
23,2021-07-28 13:33,A-0012,F,5265.306,2448.98,3375,2816.326,3281.25,1.029948958,16.36,0,1,4.91,4.91,4.91,96000,656.25,3562.5,187.5,843.75,14718.75,39656.25,0,96000
24,2021-07-28 13:33,A-0012,F,5142.857,2204.082,3375,2938.775,3468.75,1.797729089,16.43,0,1,4.91,4.91,4.91,95448.647,656.25,7218.75,187.5,2718.75,20625,46875,0,95448.647
25,2021-07-28 13:33,A-0012,F,5510.204,2816.327,4687.5,2693.877,4875,1.769639572,15.86,0,1,5.17,5.17,5.17,95793.227,187.5,3375,93.75,281.25,6843.75,36843.75,0,95793.227
26,2021-07-28 13:33,A-0012,F,5387.755,2816.327,3562.5,2571.428,3468.75,1.956903019,16.8,0,1,5.17,5.17,5.17,96000,187.5,4593.75,187.5,750,16687.5,45000,0,96000
27,2021-07-28 13:34,A-0012,F,5265.306,2326.531,3468.75,2938.775,3375,1.526197091,15.8,0,1,5.2,5.2,5.2,95448.647,656.25,29343.75,750,11156.25,49781.25,71156.25,0,95448.647
28,2021-07-28 13:34,A-0012,F,5510.204,2326.531,3375,3183.673,3375,1.825818606,15.98,0,1,5.2,5.2,5.2,94759.487,562.5,25031.25,2625,14531.25,41531.25,59625,0,94759.487
29,2021-07-28 13:34,A-0012,F,5632.653,2081.633,4687.5,3551.02,4968.75,2.237798189,21.03,0,1,5.2,5.2,5.2,96000,187.5,24656.25,2625,14062.5,42468.75,62343.75,0,96000
30,2021-07-28 13:34,A-0012,F,5510.204,2204.082,4781.25,3306.122,5062.5,2.125440121,20.78,0,1,5.2,5.2,5.2,96000,656.25,23437.5,843.75,10406.25,39281.25,58968.75,0,96000
31,2021-07-28 13:34,A-0012,F,5632.653,1836.735,3562.5,3795.918,5062.5,2.443787981,21.23,0,1,5.2,5.2,5.2,95104.067,656.25,18937.5,468.75,5343.75,31218.75,59250,0,95104.067
32,2021-07-28 13:34,A-0012,F,5387.755,2204.082,3562.5,3183.673,5062.5,1.750913227,16.4,0,1,5.2,5.2,5.2,94759.487,656.25,16781.25,281.25,4968.75,28593.75,61406.25,0,94759.487
33,2021-07-28 13:34,A-0012,F,5510.204,2326.531,3750,3183.673,5062.5,1.750913227,16.25,0,1,5.2,5.2,5.2,95793.227,656.25,16031.25,187.5,4687.5,27750,59250,0,95793.227
34,2021-07-28 13:34,A-0012,F,5632.653,2204.082,3468.75,3428.571,2812.5,1.488744402,18.08,0,1,5.2,5.2,5.2,95448.647,656.25,2906.25,187.5,656.25,5906.25,45656.25,0,95448.647
35,2021-07-28 13:34,A-0012,F,5755.102,2448.98,4406.25,3306.122,5156.25,1.91945033,16.08,0,1,5.2,5.2,5.2,95448.647,656.25,10312.5,187.5,2906.25,23437.5,53906.25,0,95448.647
36,2021-07-28 13:34,A-0012,F,5632.653,2326.531,3093.75,3306.122,3000,1.676007849,14.7,0,1,5.2,5.2,5.2,95793.227,281.25,10218.75,187.5,2718.75,24187.5,55218.75,0,95793.227
37,2021-07-28 13:35,A-0012,F,5387.755,3061.224,4500,2326.531,3187.5,1.591739298,16.38,0,1,3.33,3.33,3.33,95448.647,656.25,750,93.75,281.25,4875,41437.5,0,95448.647
38,2021-07-28 13:35,A-0012,F,5510.204,3183.673,4781.25,2326.531,3562.5,1.507470746,13.77,0,1,5.29,5.29,5.29,96000,187.5,2625,93.75,281.25,13406.25,47625,0,96000
39,2021-07-28 13:35,A-0012,F,4775.51,2816.327,4312.5,1959.183,3000,1.910087158,17.61,0,1,5.29,5.29,5.29,96000,656.25,4875,281.25,750,27000,62156.25,0,96000
40,2021-07-28 13:35,A-0012,F,5387.755,2204.082,3750,3183.673,3000,1.498107574,16.54,0,1,5.2,5.2,5.2,96000,656.25,6843.75,187.5,2718.75,22218.75,47906.25,0,96000
41,2021-07-28 13:36,A-0012,F,3795.918,2693.878,3187.5,1102.04,3281.25,1.844544951,16.44,0,1,3.6,3.6,3.6,95448.647,562.5,11343.75,187.5,656.25,29812.5,59156.25,0,95448.647
42,2021-07-28 13:36,A-0012,F,3795.918,1102.041,1968.75,2693.877,1218.75,2.312703568,12.9,0,1,1.65,1.65,1.65,94414.907,187.5,468.75,93.75,187.5,3281.25,39843.75,0,94414.907
43,2021-07-28 13:36,A-0012,F,3673.469,1102.041,2062.5,2571.428,1500,1.966266191,16.7,0,1,1.47,1.47,1.47,94759.487,187.5,1218.75,93.75,187.5,4593.75,44531.25,0,94759.487
44,2021-07-28 13:36,A-0012,F,3306.122,734.694,937.5,2571.428,843.75,2.106713776,17.24,0,1,1.47,1.47,1.47,95104.067,187.5,468.75,93.75,187.5,11906.25,51000,0,95104.067
45,2021-07-28 13:36,A-0012,F,3918.367,1102.041,2906.25,2816.326,3187.5,1.947539846,15.69,0,1,3.18,3.18,3.18,95448.647,750,843.75,93.75,375,5156.25,43500,0,95448.647
46,2021-07-30 11:43,A-0015,F,3183.673,2816.327,3000,367.346,3000,2.059897915,12.9,0,1,3.26,3.26,3.26,95104.067,187.5,187.5,93.75,187.5,281.25,51000,0,95104.067
47,2021-07-30 11:43,A-0015,F,3183.673,2571.429,3000,612.244,3093.75,2.116076948,17.27,0,1,3.26,3.26,3.26,95104.067,0,9843.75,0,93.75,37500,69843.75,0,95104.067
48,2021-07-30 11:43,A-0015,F,3428.571,2693.878,3187.5,734.693,3281.25,1.863271295,14.35,0,1,3.26,3.26,3.26,95448.647,187.5,3093.75,0,281.25,41343.75,71718.75,0,95448.647
49,2021-08-09 8:46,A-0017,F,2326.531,734.694,1500,1591.837,1500,2.031808397,16.23,0,1,1.32,1.32,1.32,95448.647,1500,18093.75,1031.25,3750,35625,59718.75,0,95448.647
50,2021-08-09 8:46,A-0017,F,1714.286,857.143,1312.5,857.143,1312.5,2.471877497,18.37,0,1,1.32,1.32,1.32,95793.227,1312.5,23343.75,1125,3187.5,36937.5,69937.5,0,95793.227
51,2021-08-09 8:46,A-0017,F,1836.735,1224.49,1500,612.245,1500,2.855767563,17.47,0,1,1.32,1.32,1.32,95793.227,1500,18000,1031.25,1500,34875,63937.5,0,95793.227
52,2021-08-09 10:18,A-0017,F,2571.429,612.245,1500,1959.184,1500,1.526197091,17,0,1,1.32,1.32,1.32,95104.067,1500,1500,1031.25,1406.25,1875,37968.75,0,95104.067
53,2021-08-01 4:51,A-0019,F,1591.837,1224.49,1312.5,367.347,1312.5,1.3202073,13.23,0,1,1.34,1.34,1.34,94414.907,93.75,9843.75,93.75,1312.5,20718.75,73125,0,94414.907
54,2021-08-01 4:51,A-0019,F,1714.286,1102.041,1406.25,612.245,1500,1.020585785,13.84,0,1,1.34,1.34,1.34,94759.487,93.75,12093.75,93.75,1593.75,23156.25,55593.75,0,94759.487
55,2017-08-04 17:48,A-0020,A,11020.408,4530.612,5156.25,6489.796,5156.25,1.338933645,15.23,4,1,6.23,4.78,5.16,94759.487,5156.25,10312.5,187.5,5062.5,48562.5,80062.5,0,94759.487
56,2017-08-07 23:09,A-0024,A,12857.143,4775.51,5156.25,8081.633,5156.25,1.029948957,21.7,0,1,5.06,5.06,5.06,94759.487,5156.25,5156.25,4875,5062.5,5250,46687.5,0,94759.487
57,2017-08-07 23:09,A-0024,A,12734.694,4775.51,5156.25,7959.184,5156.25,1.123580681,22.56,0,1,5.06,5.06,5.06,93381.168,5156.25,5250,4968.75,5062.5,6468.75,35437.5,0,93381.168
58,2017-08-07 23:09,A-0024,A,12612.245,4775.51,5156.25,7836.735,5062.5,1.058038474,19.17,0,1,5.06,5.06,5.06,93381.168,5062.5,5156.25,4875,5062.5,7593.75,12562.5,0,93381.168
59,2017-08-08 0:38,A-0024,A,11510.204,4653.061,5250,6857.143,5156.25,0.973769923,18.22,0,1,5.06,5.06,5.06,95104.067,5156.25,33562.5,5250,24468.75,48562.5,79687.5,0,95104.067
60,2017-08-08 3:52,A-0024,A,11265.306,4653.061,5156.25,6612.245,5062.5,0.84268551,19.91,0,1,5.06,5.06,5.06,94070.328,5062.5,40593.75,4968.75,5156.25,58125,85687.5,0,94070.328
61,2017-08-11 17:55,A-0024,A,10530.612,4163.265,4687.5,6367.347,4687.5,1.451291712,19.51,0,1,4.71,4.71,4.71,94414.907,4781.25,30281.25,4687.5,22406.25,43687.5,67781.25,0,94414.907
62,2018-08-09 16:29,A-0025,A,6857.143,4040.816,4781.25,2816.327,4781.25,1.03931213,19.44,1,1,6.43,4.73,4.73,95104.067,27468.75,59250,25218.75,30468.75,78937.5,89437.5,0,95104.067
63,2018-08-09 16:29,A-0025,A,6612.245,3918.367,4875,2693.878,4875,0.496248134,16.78,1,1,6.43,4.73,4.73,94414.907,80250,61500,25968.75,41062.5,80156.25,89250,0,94414.907
64,2018-08-09 16:30,A-0025,A,6979.592,3306.122,4875,3673.47,5156.25,0.580516685,18.14,1,1,6.43,4.73,4.73,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,2018-08-09 16:34,A-0025,A,6612.245,3428.571,4687.5,3183.674,5250,2.35951943,18.82,1,1,6.43,4.73,4.73,94759.487,5250,12750,3281.25,4781.25,41343.75,79593.75,0,94759.487
66,2018-08-09 16:34,A-0025,A,6979.592,3551.02,4781.25,3428.572,4218.75,3.417557904,21.19,1,1,6.43,4.73,4.73,94070.328,4218.75,33656.25,3937.5,5437.5,53062.5,83250,0,94070.328
67,2017-07-25 18:31,A-0026,A,15306.122,2326.531,4500,12979.591,2531.25,1.329570473,17.91,0,1,2.68,2.68,2.68,95104.067,2531.25,5250,2062.5,2531.25,17906.25,62250,0,95104.067
68,2017-07-25 18:31,A-0026,A,8693.878,2081.633,2812.5,6612.245,2531.25,1.376386334,18.74,0,1,2.47,2.47,2.47,94414.907,2531.25,5250,1968.75,2531.25,18375,62343.75,0,94414.907
69,2017-07-25 18:37,A-0026,A,12979.592,2204.082,2718.75,10775.51,2625,1.058038474,17.86,0,1,2.68,2.68,2.68,94414.907,93.75,5343.75,0,2531.25,39656.25,62437.5,0,94414.907
70,2017-07-25 18:37,A-0026,A,13591.837,1959.184,2625,11632.653,2625,1.104854336,18.68,0,1,2.68,2.68,2.68,93381.168,93.75,1500,0,93.75,3468.75,59250,0,93381.168
71,2018-07-13 14:12,A-0026,A,10285.714,1959.184,5062.5,8326.53,2625,0.983133096,19.38,0,1,2.68,2.68,2.68,94414.907,2625,25031.25,1500,7125,48656.25,80718.75,0,94414.907
72,2018-07-13 14:13,A-0026,A,8081.633,1959.184,4781.25,6122.449,4781.25,1.16103337,23.41,0,1,2.68,2.68,2.68,94414.907,4781.25,46406.25,2718.75,29156.25,65156.25,83906.25,0,94414.907
73,2018-07-30 16:02,A-0026,A,14448.98,1836.735,4687.5,12612.245,2250,0.926954062,16.66,0,1,2.47,2.47,2.47,96000,2250,48000,2343.75,25312.5,67500,87468.75,0,96000
74,2018-07-30 16:02,A-0026,A,16775.51,2081.633,4875,14693.877,4687.5,0.992496268,19.71,0,1,2.47,2.47,2.47,96000,4687.5,8062.5,2625,4781.25,32156.25,77625,0,96000
75,2018-07-30 16:04,A-0026,A,17877.551,2081.633,4687.5,15795.918,4687.5,0.964406751,22.75,0,1,4.52,4.52,2.68,95104.067,4687.5,4687.5,2250,4593.75,7031.25,78843.75,0,95104.067
76,2018-08-05 18:20,A-0026,A,9183.673,2204.082,5343.75,6979.591,5343.75,1.385749506,23.85,0,1,2.57,2.57,2.57,96000,5343.75,8062.5,2531.25,5156.25,38625,75281.25,0,96000
77,2018-08-05 18:20,A-0026,A,9061.224,2081.633,5437.5,6979.591,8062.5,1.104854336,22.49,0,1,2.57,2.57,2.57,94414.907,8062.5,25593.75,2531.25,7500,36750,66000,0,94414.907
78,2018-08-06 7:01,A-0026,A,8448.98,2081.633,5156.25,6367.347,5062.5,0.973769924,19.1,0,1,2.57,2.57,2.57,94414.907,45468.75,38718.75,4968.75,30187.5,48843.75,74250,0,94414.907
79,2018-08-06 10:47,A-0026,A,9061.224,2204.082,4593.75,6857.142,2531.25,0.75841696,22.32,0,1,2.57,2.57,2.57,94070.328,41156.25,44718.75,2437.5,8343.75,63468.75,85312.5,0,94070.328
80,2018-08-06 10:58,A-0026,A,11020.408,1959.184,5156.25,9061.224,2625,2.2003455,20.48,0,1,5.39,5.39,2.57,94759.487,1687.5,6000,281.25,1687.5,63375,88218.75,0,94759.487
81,2018-08-06 10:58,A-0026,A,12857.143,2326.531,4875,10530.612,2437.5,1.460654885,18.15,0,1,2.47,2.47,2.47,94759.487,1687.5,6000,281.25,1687.5,63375,88218.75,0,94759.487
82,2018-08-09 1:40,A-0026,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95448.647,2437.5,7312.5,2343.75,2531.25,33937.5,63468.75,0,95448.647
83,2018-08-09 16:15,A-0026,A,13102.041,2204.082,5531.25,10897.959,4875,1.001859441,16.88,0,1,2.47,2.47,2.47,94759.487,4875,9843.75,4593.75,4968.75,38437.5,68343.75,0,94759.487
84,2018-08-09 16:15,A-0026,A,12367.347,2081.633,5062.5,10285.714,2531.25,0.318347859,15.8,0,1,2.47,2.47,2.47,94759.487,2531.25,32718.75,2437.5,9750,53531.25,86531.25,0,94759.487
85,2018-08-09 16:15,A-0026,A,12734.694,2081.633,4968.75,10653.061,2531.25,1.076764819,14.98,0,1,2.47,2.47,2.47,93725.748,2531.25,16593.75,2343.75,6093.75,42093.75,73687.5,0,93725.748
86,2018-08-09 16:15,A-0026,A,12489.796,1959.184,7500,10530.612,9468.75,1.554286609,15.3,0,1,2.47,2.47,2.47,94414.907,9468.75,9656.25,2343.75,7125,30750,82031.25,0,94414.907
87,2018-08-09 16:15,A-0026,A,12489.796,1959.184,7125,10530.612,4687.5,1.16103337,16.48,0,1,2.47,2.47,2.47,93725.748,4687.5,9375,4218.75,6750,26437.5,70125,0,93725.748
88,2018-08-09 16:15,A-0026,A,12979.592,1959.184,7031.25,11020.408,9468.75,1.788365917,16.11,0,1,2.47,2.47,2.47,94070.328,9468.75,24843.75,4593.75,9375,42187.5,72750,0,94070.328
89,2018-08-09 16:15,A-0026,A,12612.245,2081.633,4875,10530.612,7218.75,1.582376125,15.09,0,1,2.47,2.47,2.47,94070.328,7218.75,8156.25,2156.25,4781.25,23625,63093.75,0,94070.328
90,2018-08-09 16:15,A-0026,A,12612.245,1959.184,4875,10653.061,4781.25,0.814595993,16.57,0,1,2.47,2.47,2.47,94414.907,4781.25,7125,2156.25,4781.25,13781.25,53437.5,0,94414.907
91,2018-08-09 16:16,A-0026,A,12489.796,2326.531,5343.75,10163.265,9843.75,0.543063996,17.3,0,1,2.47,2.47,2.47,93725.748,9843.75,11906.25,2343.75,4968.75,40312.5,82312.5,0,93725.748
92,2018-08-09 16:16,A-0026,A,12367.347,2081.633,4781.25,10285.714,4687.5,1.142307026,13.86,0,1,2.47,2.47,2.47,94759.487,37406.25,49125,9562.5,37406.25,67968.75,87093.75,0,94759.487
93,2018-08-09 16:16,A-0026,A,12979.592,1959.184,9562.5,11020.408,9562.5,1.975629364,16.36,0,1,2.47,2.47,2.47,94070.328,37500,39187.5,9562.5,27750,52218.75,77437.5,0,94070.328
94,2018-08-09 16:16,A-0026,A,12979.592,2081.633,4687.5,10897.959,2343.75,1.881997641,15.93,0,1,2.47,2.47,2.47,93381.168,2343.75,9468.75,2250,4500,39468.75,81375,0,93381.168
95,2018-08-09 16:16,A-0026,A,14204.082,1959.184,7031.25,12244.898,4781.25,1.666644677,15.18,0,1,2.47,2.47,2.47,93725.748,40781.25,40687.5,4781.25,28406.25,54000,78093.75,0,93725.748
96,2018-08-09 16:16,A-0026,A,10285.714,1714.286,4781.25,8571.428,2062.5,0.608606202,17.97,0,1,2.47,2.47,2.47,94070.328,2062.5,7031.25,1968.75,4593.75,20250,62906.25,0,94070.328
97,2018-08-09 16:16,A-0026,A,12612.245,2081.633,4781.25,10530.612,4875,1.367023162,16,0,1,2.47,2.47,2.47,94070.328,4875,4875,2250,4687.5,9750,61031.25,0,94070.328
98,2018-08-09 16:16,A-0026,A,12857.143,1836.735,4875,11020.408,4875,0.486884962,16.41,0,1,2.47,2.47,2.47,93725.748,4875,4968.75,1968.75,4781.25,17531.25,64968.75,0,93725.748
99,2018-08-09 16:16,A-0026,A,12612.245,2204.082,4781.25,10408.163,4781.25,1.338933645,16.26,0,1,2.47,2.47,2.47,95104.067,4781.25,26906.25,4125,4875,57093.75,85218.75,0,95104.067
100,2018-08-09 16:16,A-0026,A,12122.449,2204.082,4687.5,9918.367,4687.5,0.411979582,15.24,0,1,2.47,2.47,2.47,95104.067,4687.5,35156.25,2437.5,6937.5,57281.25,86437.5,0,95104.067
101,2018-08-09 16:16,A-0026,A,12489.796,2081.633,4687.5,10408.163,4593.75,1.217212404,15.34,0,1,2.47,2.47,2.47,94070.328,4593.75,40031.25,4125,7781.25,57656.25,87375,0,94070.328
102,2018-08-09 16:16,A-0026,A,12000,1836.735,4687.5,10163.265,2343.75,0.580516685,17.08,0,1,2.47,2.47,2.47,94759.487,2343.75,37968.75,2343.75,6937.5,56062.5,86812.5,0,94759.487
103,2018-08-09 16:16,A-0026,A,14326.531,1836.735,5343.75,12489.796,4593.75,1.619828814,15.33,0,1,2.47,2.47,2.47,95448.647,4593.75,34406.25,2343.75,7125,51375,85968.75,0,95448.647
104,2018-08-09 16:16,A-0026,A,12489.796,1836.735,4593.75,10653.061,4593.75,0.702237925,16.35,0,1,2.47,2.47,2.47,95448.647,4593.75,43031.25,2437.5,26437.5,69000,89625,0,95448.647
105,2018-08-09 16:16,A-0026,A,10530.612,1959.184,4968.75,8571.428,7312.5,0.337074205,17.04,0,1,2.47,2.47,2.47,94070.328,7312.5,56156.25,4406.25,36937.5,85687.5,89812.5,0,94070.328
106,2018-08-09 16:16,A-0026,A,12000,1959.184,4593.75,10040.816,4687.5,0.739690615,15.97,0,1,2.47,2.47,2.47,95104.067,4687.5,75000,4500,42750,87937.5,90281.25,0,95104.067
107,2018-08-09 16:16,A-0026,A,12612.245,1836.735,4781.25,10775.51,4781.25,1.685371021,16.54,0,1,2.47,2.47,2.47,95104.067,4781.25,65250,2531.25,26250,84468.75,90281.25,0,95104.067
108,2018-08-09 16:16,A-0026,A,12000,2204.082,4687.5,9795.918,4687.5,1.666644676,14.29,0,1,2.47,2.47,2.47,95448.647,40593.75,45937.5,5250,31687.5,65250,87656.25,0,95448.647
109,2018-08-09 16:16,A-0026,A,12857.143,2081.633,4687.5,10775.51,2250,1.7602764,17.56,0,1,2.47,2.47,2.47,94759.487,2250,12281.25,2250,4687.5,41437.5,67500,0,94759.487
110,2018-08-09 16:16,A-0026,A,12979.592,1959.184,7125,11020.408,9375,1.301480955,17.42,0,1,2.47,2.47,2.47,94414.907,9375,9562.5,4406.25,6750,51000,85500,0,94414.907
111,2018-08-09 16:17,A-0026,A,12367.347,1836.735,4687.5,10530.612,4687.5,0.945680406,15.79,0,1,2.47,2.47,2.47,94414.907,4687.5,4781.25,3281.25,4687.5,13593.75,80437.5,0,94414.907
112,2018-08-09 16:17,A-0026,A,11510.204,1714.286,5906.25,9795.918,7218.75,0.458795445,14.84,0,1,2.47,2.47,2.47,94759.487,7218.75,9562.5,2718.75,4875,33000,81375,0,94759.487
113,2018-08-09 16:17,A-0026,A,10897.959,1591.837,4687.5,9306.122,4687.5,1.507470747,13.13,0,1,2.47,2.47,2.47,93381.168,4687.5,28406.25,4500,7218.75,51750,85593.75,0,93381.168
114,2018-08-09 16:17,A-0026,A,16530.612,1836.735,6937.5,14693.877,4687.5,1.694734193,14.4,0,1,2.47,2.47,2.47,94759.487,4687.5,13218.75,4312.5,6750,49312.5,84562.5,0,94759.487
115,2018-08-09 16:17,A-0026,A,14326.531,2204.082,7125,12122.449,7125,0.411979583,15.08,0,1,2.47,2.47,2.47,95104.067,38906.25,45937.5,24000,34500,67593.75,88593.75,0,95104.067
116,2018-08-09 16:17,A-0026,A,14816.327,1959.184,9281.25,12857.143,9562.5,0.4400691,13.89,0,1,2.47,2.47,2.47,95448.647,37968.75,43406.25,26062.5,35437.5,60562.5,85125,0,95448.647
117,2018-08-09 16:17,A-0026,A,14816.327,2081.633,6937.5,12734.694,4781.25,1.095491164,14.03,0,1,2.47,2.47,2.47,95104.067,42468.75,48187.5,26156.25,35906.25,66562.5,85875,0,95104.067
118,2018-08-09 16:17,A-0026,A,14938.776,2204.082,6937.5,12734.694,4687.5,0.458795445,13.71,0,1,2.47,2.47,2.47,94414.907,30656.25,46968.75,25593.75,33562.5,64968.75,85781.25,0,94414.907
119,2018-08-09 16:17,A-0026,A,14938.776,2081.633,7031.25,12857.143,7125,1.835181778,14.88,0,1,2.47,2.47,2.47,94070.328,7125,28687.5,4312.5,7125,55593.75,86343.75,0,94070.328
120,2018-08-09 16:18,A-0026,A,19714.286,1836.735,4968.75,17877.551,4875,0.786506477,16.13,0,1,2.47,2.47,2.47,94759.487,4875,7500,4500,4875,26906.25,62156.25,0,94759.487
121,2018-08-09 16:18,A-0026,A,20448.98,2081.633,4875,18367.347,4781.25,0.346437377,17.01,0,1,2.47,2.47,2.47,93725.748,4781.25,4968.75,2437.5,4781.25,9656.25,54937.5,0,93725.748
122,2018-08-09 16:18,A-0026,A,19959.184,1836.735,4781.25,18122.449,4687.5,0.908227717,13.72,0,1,2.47,2.47,2.47,95104.067,4687.5,7125,2437.5,4687.5,64593.75,88406.25,0,95104.067
123,2018-08-09 16:19,A-0026,A,19102.041,1836.735,6937.5,17265.306,4593.75,1.076764819,14.03,0,1,2.47,2.47,2.47,94414.907,4593.75,11625,2250,4687.5,45187.5,81281.25,0,94414.907
124,2018-08-09 16:19,A-0026,A,12244.898,1959.184,4968.75,10285.714,2250,0.271531998,17.27,0,1,2.47,2.47,2.47,94759.487,2250,36750,2437.5,12187.5,57750,85312.5,0,94759.487
125,2018-08-09 16:19,A-0026,A,12979.592,2081.633,4781.25,10897.959,4781.25,0.533700824,17.03,0,1,2.47,2.47,2.47,94070.328,4781.25,31875,2343.75,4968.75,55968.75,84187.5,0,94070.328
126,2018-08-09 16:19,A-0026,A,12979.592,1959.184,4781.25,11020.408,4593.75,1.142307025,17.82,0,1,2.47,2.47,2.47,94070.328,4593.75,12000,4312.5,4687.5,51468.75,81375,0,94070.328
127,2018-08-09 16:19,A-0026,A,12612.245,1959.184,4781.25,10653.061,4781.25,1.44192854,15.42,0,1,2.47,2.47,2.47,94414.907,4781.25,29531.25,2437.5,4968.75,50531.25,81937.5,0,94414.907
128,2018-08-09 16:19,A-0026,A,10040.816,2081.633,4781.25,7959.183,4875,1.076764819,15.25,0,1,4.8,4.8,2.47,95104.067,4875,4968.75,2437.5,4781.25,34500,76875,0,95104.067
129,2018-08-09 16:19,A-0026,A,10530.612,2204.082,4875,8326.53,4781.25,0.430705928,15.97,0,1,2.47,2.47,2.47,94759.487,4781.25,9562.5,2343.75,4781.25,40593.75,81843.75,0,94759.487
